Time,Source IP,Destination IP,Protocol,Packet Length
"""Jun 13"," 2025 12:04:46.552364000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552411000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552412000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552424000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552425000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552436000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552437000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552485000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552486000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552500000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552501000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552511000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552512000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552559000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552560000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552572000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552573000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552584000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552584000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552630000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552631000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552643000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552645000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552655000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552656000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552704000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552705000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552717000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552718000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552728000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552729000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552776000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552777000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552789000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552790000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552801000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552802000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552888000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552889000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552901000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552902000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552912000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552913000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552960000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552961000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552973000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552974000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.552984000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.552985000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553086000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553087000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553099000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553100000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553110000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553111000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553158000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553159000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553171000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553172000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553191000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553192000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553237000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553238000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553250000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553252000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553262000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553263000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553323000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553324000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553336000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553338000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553348000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553349000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553396000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553397000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553409000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553410000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553420000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553421000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553478000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553479000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553492000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553493000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553503000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553504000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553551000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553552000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553564000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553565000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:46.553575000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553576000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553649000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.553650000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.553670000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553671000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553703000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.553704000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.553720000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553721000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553741000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.553742000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.553754000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553755000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553774000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.553775000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.553786000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553787000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553810000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.553811000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.553820000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553821000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553840000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.553841000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.553849000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553850000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553868000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.553869000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.553877000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553878000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553897000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.553898000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.553905000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553906000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553925000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.553926000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.553935000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553937000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553969000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.553970000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.553993000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.553994000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554013000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554014000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554022000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554023000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554042000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554043000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554050000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554051000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554070000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554071000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554079000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554079000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554098000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554099000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554107000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554108000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554126000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554127000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554135000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554136000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554155000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554156000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554164000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554165000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554191000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554192000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554199000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554200000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554218000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554219000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554227000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554227000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554246000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554247000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554257000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554258000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554277000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554278000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554285000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554286000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554322000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554323000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554345000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554346000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554369000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554370000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554377000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554378000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554397000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554398000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554405000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554406000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554425000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554426000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554433000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554434000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554452000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554453000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554460000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554461000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554480000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554481000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554489000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554490000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554508000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554509000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554517000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554517000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554538000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554538000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554546000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554547000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554567000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554568000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554577000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554578000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554596000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554597000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554604000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554605000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554625000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554626000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554633000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554634000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554652000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554653000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554661000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554662000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554680000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554681000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
